Symbol,Name,LastSale,MarketCap,IPOyear,Sector,industry,Summary Quote,Unnamed: 8
HEB,"Hemispherx BioPharma, Inc.",0.535,$12.9M,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/heb,
HLM^,Hillman Group Capital Trust,33.2198,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/hlm^,
HMG,"HMG/Courtland Properties, Inc.",10.49,$10.52M,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/hmg,
HH,"Hooper Holmes, Inc.",0.85,$10.34M,n/a,Health Care,Hospital/Nursing Management,http://www.nasdaq.com/symbol/hh,
HUSA,Houston American Energy Corporation,0.2575,$13.2M,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/husa,
IBIO,"iBio, Inc.",0.438,$39.03M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/ibio,
IBO,IBO (Listing Market - NYSE Amex Network B F),153.82,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ibo,
IEC,IEC Electronics Corp.,3.86,$39.67M,n/a,Technology,Electrical Products,http://www.nasdaq.com/symbol/iec,
IMUC,"ImmunoCellular Therapeutics, Ltd.",2.84,$9.83M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/imuc,
IMUC.WS,"ImmunoCellular Therapeutics, Ltd.",n/a,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/imuc.ws,
IMH,"Impac Mortgage Holdings, Inc.",12.41,$198.88M,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/imh,
IMO,Imperial Oil Limited,30.74,$26.06B,n/a,Energy,Integrated oil Companies,http://www.nasdaq.com/symbol/imo,
IOT,"Income Opportunity Realty Investors, Inc.",8.55,$35.64M,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/iot,
IRT,"Independence Realty Trust, Inc.",9.35,$645.49M,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/irt,
IGC,India Globalization Capital Inc.,0.5351,$14.77M,n/a,Consumer Non-Durables,Electronic Components,http://www.nasdaq.com/symbol/igc,
INFU,"InfuSystems Holdings, Inc.",2.2,$49.91M,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/infu,
IHT,InnSuites Hospitality Trust,2,$19.58M,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/iht,
NSPR,"InspireMD, Inc.",0.89,$1.31M,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/nspr,
NSPR.WS,"InspireMD, Inc.",n/a,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/nspr.ws,
IFMI,"Institutional Financial Markets, Inc.",1.15,$14.57M,n/a,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/ifmi,
IDN,"Intellicheck Mobilisa, Inc.",2.81,$29.69M,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/idn,
INS,Intelligent Systems Corporation,4.72,$41.27M,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/ins,
THM,International Tower Hill Mines Ltd,0.5117,$82.99M,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/thm,
INTT,inTest Corporation,6.25,$65.01M,n/a,Capital Goods,Electrical Products,http://www.nasdaq.com/symbol/intt,
INUV,"Inuvo, Inc",1.17,$33.28M,n/a,Consumer Services,Advertising,http://www.nasdaq.com/symbol/inuv,
VKI,Invesco Advantage Municipal Income Trust II,11.19,$496.74M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/vki,
ISR,"IsoRay, Inc.",0.5801,$31.92M,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/isr,
ISDR,Issuer Direct Corporation,11.7,$33.98M,n/a,Miscellaneous,Publishing,http://www.nasdaq.com/symbol/isdr,
JRJR,"JRjr33, Inc.",0.4115,$16.21M,n/a,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/jrjr,
KIQ,Kelso Technologies Inc,0.753,$35.14M,n/a,Capital Goods,Railroads,http://www.nasdaq.com/symbol/kiq,
KLDX,Klondex Mines Ltd.,3.83,$678.41M,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/kldx,
LTS,Ladenburg Thalmann Financial Services Inc,2.5,$485.07M,n/a,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/lts,
LTS^A,Ladenburg Thalmann Financial Services Inc,24.95,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/lts^a,
LAQ,"Latin America Equity Fund, Inc. (The)",23.72,$176.68M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/laq,
LGL,"LGL Group, Inc. (The)",5.21,$13.94M,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/lgl,
LBY,"Libbey, Inc.",14.43,$315.51M,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/lby,
LIQT,"LiqTech International, Inc.",0.3801,$15.03M,n/a,Technology,Industrial Machinery/Components,http://www.nasdaq.com/symbol/liqt,
MAG,MAG Silver Corporation,13.82,$1.12B,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/mag,
MJCO,Majesco,5.16,$188.33M,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/mjco,
MSTX,"Mast Therapeutics, Inc.",0.134,$34.14M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/mstx,
MHH,"Mastech Digital, Inc",7.04,$31.67M,n/a,Consumer Services,Professional Services,http://www.nasdaq.com/symbol/mhh,
MTNB,"Matinas Biopharma Holdings, Inc.",2.84,$247.96M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/mtnb,
IPB,"Merrill Lynch & Co., Inc.",26.67,n/a,n/a,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/ipb,
MXC,Mexco Energy Corporation,3.88,$7.9M,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/mxc,
CCA,MFS California Insured Municipal Trust,11.56,$32.21M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/cca,
MICR,"Micron Solutions, Inc.",4.18,$11.79M,n/a,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,http://www.nasdaq.com/symbol/micr,
MPO,"MIDSTATES PETROLEUM COMPANY, INC.",18.34,$458.41M,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/mpo,
MLSS,"Milestone Scientific, Inc.",1.345,$40.61M,n/a,Health Care,Industrial Specialties,http://www.nasdaq.com/symbol/mlss,
MVF,"MuniVest Fund, Inc.",9.67,$622.2M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/mvf,
MZA,"MuniYield Arizona Fund, Inc.",14.67,$67.67M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/mza,
NNVC,"NanoViricides, Inc.",1.09,$68.47M,n/a,Health Care,Biotechnology: Commercial Physical & Biological Resarch,http://www.nasdaq.com/symbol/nnvc,
ATEST,NASDAQ TEST STOCK,25,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/atest,
ATEST.A,NASDAQ TEST STOCK,n/a,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/atest.a,
ATEST.B,NASDAQ TEST STOCK,n/a,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/atest.b,
ATEST.C,NASDAQ TEST STOCK,n/a,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/atest.c,
NHC,National HealthCare Corporation,70.06,$1.06B,n/a,Health Care,Hospital/Nursing Management,http://www.nasdaq.com/symbol/nhc,
NAVB,"Navidea Biopharmaceuticals, Inc.",0.5352,$86.65M,n/a,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,http://www.nasdaq.com/symbol/navb,
NTIP,"Network-1 Technologies, Inc.",4.75,$114.97M,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/ntip,
NBW,Neuberger Berman California Intermediate Municipal Fund Inc.,14,$77.64M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/nbw,
NHS,Neuberger Berman High Yield Strategies Fund,11.88,$232.14M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/nhs,
NBH,Neuberger Berman Intermediate Municipal Fund Inc.,14.92,$280.35M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/nbh,
NML,Neuberger Berman MLP Income Fund Inc.,10.15,$575.09M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/nml,
NBO,Neuberger Berman New York Intermediate Municipal Fund Inc.,12.53,$63.61M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/nbo,
NRO,"Neuberger Berman Real Estate Securities Income Fund, Inc.",5.39,$255.59M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/nro,
UWN,"Nevada Gold & Casinos, Inc.",2.23,$39.21M,n/a,Consumer Services,Services-Misc. Amusement & Recreation,http://www.nasdaq.com/symbol/uwn,
NSU,Nevsun Resources Ltd,2.59,$781.84M,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/nsu,
GBR,"New Concept Energy, Inc",2.1,$4.09M,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/gbr,
NEN,New England Realty Associates Limited Partnership,69,$257.53M,n/a,Consumer Services,Building operators,http://www.nasdaq.com/symbol/nen,
NGD,New Gold Inc.,3.06,$1.76B,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/ngd,
HLTH,Nobilis Health Corp.,1.6,$124.52M,n/a,Health Care,Hospital/Nursing Management,http://www.nasdaq.com/symbol/hlth,
NSAT,Norsat International Inc.,10,$58.49M,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/nsat,
NAK,"Northern Dynasty Minerals, Ltd.",1.34,$400.18M,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/nak,
NOG,"Northern Oil and Gas, Inc.",2.6,$164.79M,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/nog,
NBY,"NovaBay Pharmaceuticals, Inc.",3.75,$57.33M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/nby,
NG,Novagold Resources Inc.,4.88,$1.57B,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/ng,
NTN,"NTN Buzztime, Inc.",8.275,$18.9M,n/a,Consumer Services,Broadcasting,http://www.nasdaq.com/symbol/ntn,
NJV,Nuveen New Jersey Municipal Value Fund,14.81,$22.97M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/njv,
NPN,Nuveen Pennsylvania Municipal Value Fund,15.65,$19.12M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/npn,
OCX,OncoCyte Corporation,5.95,$174.7M,n/a,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,http://www.nasdaq.com/symbol/ocx,
OGEN,"Oragenics, Inc.",0.443,$21.83M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/ogen,
TIS,Orchids Paper Products Company,23.58,$242.94M,n/a,Basic Industries,Paper,http://www.nasdaq.com/symbol/tis,
ONP,"Orient Paper, Inc.",1.021,$21.9M,n/a,Consumer Durables,Containers/Packaging,http://www.nasdaq.com/symbol/onp,
ORM,"Owens Realty Mortgage, Inc.",17.63,$180.65M,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/orm,
PHF,"Pacholder High Yield Fund, Inc.",7.78,$101.11M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/phf,
PCG^A,Pacific Gas & Electric Co.,31.5,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/pcg^a,
PCG^B,Pacific Gas & Electric Co.,29.3,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/pcg^b,
PCG^C,Pacific Gas & Electric Co.,27,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/pcg^c,
PCG^D,Pacific Gas & Electric Co.,26.48,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/pcg^d,
PCG^E,Pacific Gas & Electric Co.,25.9425,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/pcg^e,
PCG^G,Pacific Gas & Electric Co.,25.6,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/pcg^g,
PCG^H,Pacific Gas & Electric Co.,24.87,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/pcg^h,
PCG^I,Pacific Gas & Electric Co.,24.71,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/pcg^i,
PTN,"Palatin Technologies, Inc.",0.318,$43.87M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/ptn,
PARR,"Par Pacific Holdings, Inc.",16.4,$746.83M,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/parr,
PZG,Paramount Gold Nevada Corp.,1.65,$29.34M,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/pzg,
TEUM,Pareteum Corporation,0.7851,$10.02M,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/teum,
PRK,Park National Corporation,104.17,$1.59B,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/prk,
PED,Pedevco Corp.,0.0957,$5.26M,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/ped,
PFNX,Pfenex Inc.,5.07,$118.5M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/pfnx,
PIP,"PharmAthene, Inc",0.7948,$54.69M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/pip,
HNW,Pioneer Diversified High Income Trust,16.22,$135.16M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/hnw,
PLG,Platinum Group Metals Ltd.,1.57,$208.91M,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/plg,
PLM,Polymet Mining Corp.,0.77,$245.28M,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/plm,
PW,Power REIT,6.75,$12.05M,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/pw,
PW^A,Power REIT,25.3,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/pw^a,
PLX,"Protalix BioTherapeutics, Inc.",1.26,$156.41M,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/plx,
RLGT,"Radiant Logistics, Inc.",5.3,$258.66M,n/a,Transportation,Oil Refining/Marketing,http://www.nasdaq.com/symbol/rlgt,
RLGT^A,"Radiant Logistics, Inc.",26.75,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/rlgt^a,
UTG,Reaves Utility Income Fund,32.64,$1.12B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/utg,
REED,"Reeds, Inc.",4,$55.89M,n/a,Consumer Non-Durables,Beverages (Production/Distribution),http://www.nasdaq.com/symbol/reed,
RWC,RELM Wireless Corporation,4.95,$68.09M,n/a,Technology,Radio And Television Broadcasting And Communications Equipment,http://www.nasdaq.com/symbol/rwc,
RCG,"RENN Fund, Inc.",1.29,$5.76M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/rcg,
RVP,"Retractable Technologies, Inc.",0.9999,$31.65M,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/rvp,
RNN,"Rexahn Pharmaceuticals, Inc.",0.64,$151.96M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/rnn,
REI,"Ring Energy, Inc.",11.19,$549.61M,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/rei,
RIF,RMR Real Estate Income Fund,20.88,$159.76M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/rif,
SACH,Sachem Capital Corp.,5.19,$57.78M,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/sach,
SGA,"Saga Communications, Inc.",51.1,$300.99M,n/a,Consumer Services,Broadcasting,http://www.nasdaq.com/symbol/sga,
SSN,Samson Oil & Gas Limited,0.5701,$9.36M,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/ssn,
SPP,Sanchez Production Partners LP,15.05,$213M,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/spp,
SAND          ,Sandstorm Gold Ltd,4.48,$680.76M,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/sand,
SEB,Seaboard Corporation,4034.28,$4.72B,n/a,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/seb,
SENS,"Senseonics Holdings, Inc.",1.63,$153.15M,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/sens,
SVT,"Servotronics, Inc.",11.0201,$26.83M,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/svt,
SIF,"SIFCO Industries, Inc.",7.8,$43.12M,n/a,Capital Goods,Aerospace,http://www.nasdaq.com/symbol/sif,
SKY,Skyline Corporation,8.02,$67.3M,n/a,Basic Industries,Homebuilding,http://www.nasdaq.com/symbol/sky,
XPL,Solitario Exploration & Royalty Corp,0.82,$31.74M,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/xpl,
SCE^B,Southern California Edison Company,24.33,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/sce^b,
SCE^C,Southern California Edison Company,24.02,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/sce^c,
SCE^D,Southern California Edison Company,24.7697,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/sce^d,
SCE^E,Southern California Edison Company,24.933,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/sce^e,
SGB,Southwest Georgia Financial Corporation,21.75,$55.41M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/sgb,
LOV,"Spark Networks, Inc.",1.05,$33.6M,n/a,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/lov,
SRCI,SRC Energy Inc.,8.44,$1.69B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/srci,
SGY.WS,Stone Energy Corporation,n/a,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/sgy.ws,
STRP,Straight Path Communications Inc.,35.4,$442.09M,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/strp,
SSY,"SunLink Health Systems, Inc.",1.53,$14.45M,n/a,Health Care,Hospital/Nursing Management,http://www.nasdaq.com/symbol/ssy,
SDPI,"Superior Drilling Products, Inc.",0.875,$21.08M,n/a,Energy,Metal Fabrications,http://www.nasdaq.com/symbol/sdpi,
STS,"Supreme Industries, Inc.",19.32,$330.05M,n/a,Capital Goods,Construction/Ag Equipment/Trucks,http://www.nasdaq.com/symbol/sts,
SYN,"Synthetic Biologics, Inc",0.554,$65.12M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/syn,
TKAT,"Takung Art Co., Ltd.",7.1,$78.95M,n/a,Consumer Services,Other Specialty Stores,http://www.nasdaq.com/symbol/tkat,
TRX,Tanzanian Royalty Exploration Corporation,0.4598,$54.11M,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/trx,
TGB,Taseko Mines Limited,1.28,$286.56M,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/tgb,
TIK,Tel-Instrument Electronics Corp.,4.9585,$16.14M,n/a,Capital Goods,Electrical Products,http://www.nasdaq.com/symbol/tik,
TGC,"Tengasco, Inc.",0.7,$7.42M,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/tgc,
GLU,The Gabelli Global Utility and Income Trust,18.5,$76.06M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/glu,
GLU^A,The Gabelli Global Utility and Income Trust,51.0765,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/glu^a,
GGO,The Gabelli Go Anywhere Trust,18,$28.98M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ggo,
GGO^A,The Gabelli Go Anywhere Trust,45.98,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ggo^a,
TXMD,"TherapeuticsMD, Inc.",7.61,$1.5B,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/txmd,
TGD,Timmons Gold Corp,0.381,$135.49M,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/tgd,
TMP,Tompkins Financial Corporation,79.9,$1.22B,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/tmp,
TAT,Transatlantic Petroleum Ltd,1.38,$65.29M,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/tat,
TRXC,"TransEnterix, Inc.",1.13,$138.68M,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/trxc,
TMQ,Trilogy Metals Inc.,0.539,$56.88M,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/tmq,
TPHS,Trinity Place Holdings Inc.,7.24,$212.45M,n/a,Consumer Services,Building operators,http://www.nasdaq.com/symbol/tphs,
TRT,Trio-Tech International,4.1393,$14.54M,n/a,Technology,Industrial Machinery/Components,http://www.nasdaq.com/symbol/trt,
HTM,U.S. Geothermal Inc.,4.19,$79.68M,n/a,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/htm,
UFAB,"Unique Fabricating, Inc.",11.8,$114.89M,n/a,Capital Goods,Auto Parts:O.E.M.,http://www.nasdaq.com/symbol/ufab,
UAMY,United States Antimony Corporation,0.441,$29.76M,n/a,Capital Goods,Metal Fabrications,http://www.nasdaq.com/symbol/uamy,
UUU,"Universal Security Instruments, Inc.",2.9,$6.71M,n/a,Consumer Non-Durables,Electronic Components,http://www.nasdaq.com/symbol/uuu,
UQM,UQM TECHNOLOGIES INC,0.46,$22.33M,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/uqm,
URG,Ur Energy Inc,0.6592,$95.99M,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/urg,
UEC,Uranium Energy Corp.,1.38,$190.04M,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/uec,
VSR,"Versar, Inc.",1.52,$15.13M,n/a,Consumer Services,Military/Government/Technical,http://www.nasdaq.com/symbol/vsr,
VII,"Vicon Industries, Inc.",0.38,$3.55M,n/a,Consumer Durables,Telecommunications Equipment,http://www.nasdaq.com/symbol/vii,
VHC,VirnetX Holding Corp,2.2,$127.92M,n/a,Miscellaneous,Multi-Sector Companies,http://www.nasdaq.com/symbol/vhc,
VGZ,Vista Gold Corporation,1.0476,$102.44M,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/vgz,
VNRX,VolitionRX Limited,4.02,$105.03M,n/a,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,http://www.nasdaq.com/symbol/vnrx,
VISI,"Volt Information Sciences, Inc.",6.05,$126.55M,n/a,Technology,Professional Services,http://www.nasdaq.com/symbol/visi,
EAD,Wells Fargo Income Opportunities Fund,8.41,$596.32M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ead,
ERC,Wells Fargo Multi-Sector Income Fund,13.29,$547.06M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/erc,
ERH,Wells Fargo Utilities and High Income Fund,12.86,$118.84M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/erh,
SBI,Western Asset Intermediate Muni Fund Inc,9.63,$135.61M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/sbi,
WRN,Western Copper and Gold Corporation,1.33,$126.47M,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/wrn,
WYY,WidePoint Corporation,0.4,$33.13M,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/wyy,
WTT,"Wireless Telecom Group,  Inc.",1.45,$32.25M,n/a,Capital Goods,Electrical Products,http://www.nasdaq.com/symbol/wtt,
XTNT,"Xtant Medical Holdings, Inc.",0.6101,$11.04M,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/xtnt,
YUMA,"Yuma Energy, Inc.",2.15,$26.23M,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/yuma,
ZDGE,"Zedge, Inc.",2.7,$26.04M,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/zdge,
